name,id,smc section,rhb section,f section,height m,height f,map 50,map 25,gref,gref2,x,y,air_closest,air_closest_x,air_closest_y,air_closest_pass_scotland,air_closest_pass_AF,air_closest_pass_AS,air_closest_pass_CA,air_closest_pass_EU,air_closest_pass_NA,air_closest_pass_OC,air_closest_pass_SA,air_closest_total,road_closest,road_closest_type,road_closest_numbers_2019_daily_av,road_closest_distance_m,road_closest_angle,road_closest_x,road_closest_y,station_closest_name,station_closest_line,station_closest_x,station_closest_y,station_closest_route_max_4_weeks,station_closest_route_commuter,station_closest_route_off peak,station_closest_route_peak,station_closest_route_total,station_closest_route_percent off peak
Meall a' Choire Leith,39,2,02B,2.2,925.6,3037,51,OL48E 378E,NN612438,NN6124843882,261248,743882,Dundee,337735,729353,3,0,6,0,119,3,0,0,131,A827,A Road,1513.814516,23097.92008,143.6134658,242653.4065,757584.3722,Rannoch,WHL,242250.8899,757880.9871,2019/P08,31868,200738,112875,131,0.576131615
Meall a' Chrasgaidh,251,14,14B,14.2,934,3064,20,436S,NH184733,NH1848273320,218482,873320,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A832,A Road,1022.038961,13543.65161,302.4916422,225757.3324,861896.3387,Achanalt,KYL,226025.9207,861474.6038,2019/P08,31868,200738,112875,4085,0.576131615
Meall Buidhe,188,10,10B,10.2,946,3104,33 40,398E 413S,NM848989,NM8489898977,184898,798977,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A830,A Road,2360.52381,16942.50731,186.3143799,168058.2764,797113.5992,Mallaig,MLG2,167561.3097,797058.6073,2019/P08,31868,200738,112875,4085,0.576131615
Meall Buidhe,188,10,10B,10.2,946,3104,33 40,398E 413S,NM848989,NM8489898977,184898,798977,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A830,A Road,2360.52381,16942.50731,186.3143799,168058.2764,797113.5992,Mallaig,MLG2,167561.3097,797058.6073,2019/P08,31868,200738,112875,9093,0.576131615
Meall Buidhe,27,2,02A,2.1,932.1,3058,51,OL48W 378W,NN498499,NN4983849946,249838,749946,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,B846,B Road,921.2162162,10478.53633,133.7161176,242596.4328,757519.6007,Rannoch,WHL,242250.8899,757880.9871,2019/P08,31868,200738,112875,4085,0.576131615
Meall Buidhe,27,2,02A,2.1,932.1,3058,51,OL48W 378W,NN498499,NN4983849946,249838,749946,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,B846,B Road,921.2162162,10478.53633,133.7161176,242596.4328,757519.6007,Rannoch,WHL,242250.8899,757880.9871,2019/P08,31868,200738,112875,9093,0.576131615
Meall Chuaich,111,5,05B,5,951,3120,42,OL51W 394W,NN716878,NN7164887835,271648,787835,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A9,A Road,9965.581518,8220.354444,199.4767275,263898.0389,785094.137,Dalwhinnie,HGL2,263426.6504,784927.425,2019/P08,31868,200738,112875,4085,0.576131615
Meall Corranaich,38,2,02B,2.2,1069,3507,51,OL48E 378E,NN615410,NN6153441047,261534,741047,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A827,A Road,1513.814516,25097.29394,138.8793239,242627.553,757552.1635,Rannoch,WHL,242250.8899,757880.9871,2019/P08,31868,200738,112875,9093,0.576131615
Meall Garbh,24,2,02A,2.1,968,3176,42 51,OL48E OL49W 378E 386W,NN647516,NN6470751686,264707,751686,Dundee,337735,729353,3,0,6,0,119,3,0,0,131,B846,B Road,921.2162162,22794.95108,164.577369,242732.8851,757748.0186,Rannoch,WHL,242250.8899,757880.9871,2019/P08,31868,200738,112875,131,0.576131615
Meall Garbh,35,2,02B,2.2,1123.1,3685,51,OL48E 378E,NN644437,NN6443743757,264437,743757,Dundee,337735,729353,3,0,6,0,119,3,0,0,131,A827,A Road,1513.814516,25800.3896,147.518601,242672.6728,757612.4742,Rannoch,WHL,242250.8899,757880.9871,2019/P08,31868,200738,112875,131,0.576131615
Meall Ghaordaidh,41,2,02B,2.2,1039.8,3411,51,OL48W 378W,NN514397,NN5144239704,251442,739704,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A827,A Road,1513.814516,19041.69531,228.3637445,238790.7115,725472.6592,Crianlarich,WHL,238458.5119,725098.9703,2019/P08,31868,200738,112875,9093,0.576131615
Meall Glas,45,2,02B,2.2,959,3146,51,OL48W 378W,NN431321,NN4314832194,243148,732194,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A85,A Road,7041.860941,8004.748385,236.5371316,238734.2101,725516.092,Crianlarich,WHL,238458.5119,725098.9703,2019/P08,31868,200738,112875,9093,0.576131615
Meall Gorm,256,14,14B,14.2,949,3114,20,436S,NH221695,NH2219269585,222192,869585,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A835,A Road,2414.327381,8470.923835,295.3008891,225812.2348,861926.6418,Achanalt,KYL,226025.9207,861474.6038,2019/P08,31868,200738,112875,4085,0.576131615
Meall Greigh,36,2,02B,2.2,1001,3284,51,OL48E 378E,NN674438,NN6740043808,267400,743808,Dundee,337735,729353,3,0,6,0,119,3,0,0,131,A827,A Road,1513.814516,28318.86023,150.7694128,242687.2207,757636.8243,Rannoch,WHL,242250.8899,757880.9871,2019/P08,31868,200738,112875,131,0.576131615
Meall na Aighean,25,2,02A,2.1,981,3219,51,OL48E OL49W 378E 386W,NN694496,NN6947749668,269477,749668,Dundee,337735,729353,3,0,6,0,119,3,0,0,131,A827,A Road,1513.814516,22999.05332,41.59613061,286676.6793,764936.5128,Blair Atholl,HGL2,287050.6008,765268.4507,2019/P08,31868,200738,112875,131,0.576131615
Meall na Teanga,192,10,10C,10.3,918,3012,34,400,NN220924,NN2202492470,222024,792470,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A82,A Road,12752.39019,10550.32198,270.674625,222148.2211,781920.4093,Spean Bridge,WHL,222154.1082,781420.444,2019/P08,31868,200738,112875,4085,0.576131615
Meall nan Ceapraichean,262,15,15A,15.1,977,3205,20,436N,NH257825,NH2572782547,225727,882547,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A835,A Road,2414.327381,20527.00632,287.9093866,232039.3112,863014.6495,Lochluichart,KYL,232193.0675,862538.8775,2019/P08,31868,200738,112875,4085,0.576131615
Meall nan Eun,68,3,03C,3.3,928,3045,50,377E,NN192449,NN1925044903,219250,744903,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A82,A Road,12752.39019,17504.7947,259.7158088,216124.8561,727679.4315,Dalmally,OBN2,216035.5907,727187.4643,2019/P08,31868,200738,112875,9093,0.576131615
Meall nan Tarmachan,40,2,02B,2.2,1043.5,3424,51,OL48E 378E,NN585389,NN5851838998,258518,738998,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A827,A Road,1513.814516,23904.22278,214.7177225,238869.4959,725383.7372,Crianlarich,WHL,238458.5119,725098.9703,2019/P08,31868,200738,112875,9093,0.576131615
Monadh Mor,149,8,08A,8,1113,3652,36 43,OL57S 403S,NN938942,NN9386594216,293865,794216,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,B970,B Road,744.9473684,18329.44798,103.0873461,289714.5495,812069.3589,Aviemore,HGL2,289601.3314,812556.3719,2019/P08,31868,200738,112875,4085,0.576131615
Moruisg,222,12,12A,12.1,928,3045,25,429 430,NH101499,NH1011449939,210114,849939,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A890,A Road,714.9047619,9425.962371,188.6567107,200795.4192,848520.2614,Achnashellach,KYL,200301.1153,848445.0044,2019/P08,31868,200738,112875,4085,0.576131615
Mount Keen,142,7,07B,7,939,3081,44,OL54 395,NO409869,NO4090586927,340905,786927,Aberdeen,387654,812815,52,49,1960,0,7862,304,197,105,10529,B976,B Road,,33810.81481,333.8575376,371257.012,772029.8,Laurencekirk,ECN5,371705.8626,771809.4977,2019/P08,31868,200738,112875,10529,0.576131615
Mullach Clach a' Bhlair,143,8,08A,8,1019,3343,35 43,OL57S 403S,NN882927,NN8828692702,288286,792702,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,B970,B Road,744.9473684,14382.8798,148.9496644,275963.9783,800120.5587,Kingussie,HGL2,275535.6211,800378.4542,2019/P08,31868,200738,112875,4085,0.576131615
Mullach Coire Mhic Fhearchair,245,14,14A,14.1,1015.2,3331,19,435S,NH052735,NH0520673511,205206,873511,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A832,A Road,1022.038961,18212.14126,306.7319452,216098.1733,858915.0194,Achnasheen,KYL,216397.2093,858514.2982,2019/P08,31868,200738,112875,4085,0.576131615
Mullach Fraoch-choire,213,11,11B,11.2,1102,3615,33,414N,NH094171,NH0949117151,209491,817151,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,27233.00554,127.8767628,192770.8844,838646.9141,Attadale,KYL,192463.9018,839041.5807,2019/P08,31868,200738,112875,4085,0.576131615
Mullach na Dheiragain,206,11,11A,11.1,982,3222,25 33,414N,NH080259,NH0804425917,208044,825917,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,19871.40345,139.8894156,192846.303,838719.4482,Attadale,KYL,192463.9018,839041.5807,2019/P08,31868,200738,112875,4085,0.576131615
Mullach nan Coirean,92,4,04A,4.1,939.3,3082,41,392,NN122662,NN1223366243,212233,766243,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,B863,B Road,777.2,7620.472634,101.9765555,210651.6648,773697.5947,Fort William,WHL,210547.9091,774186.711,2019/P08,31868,200738,112875,9093,0.576131615
Na Gruagaichean,86,4,04A,4.1,1054.2,3459,41,392,NN203652,NN2030765200,220307,765200,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,B863,B Road,777.2,12766.53044,137.3594131,210915.7178,773848.0124,Fort William,WHL,210547.9091,774186.711,2019/P08,31868,200738,112875,9093,0.576131615
Ruadh Stac Mor,242,14,14A,14.1,918.7,3014,19,433 435S,NH018756,NH0185375655,201853,875655,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A832,A Road,1022.038961,21979.71713,310.3152342,216073.713,858895.5464,Achnasheen,KYL,216397.2093,858514.2982,2019/P08,31868,200738,112875,4085,0.576131615
Sail Chaorainn [Sail Chaoruinn],215,11,11B,11.2,1002,3287,34,414N 414S,NH133154,NH1332115462,213321,815462,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,30980.39344,131.4940669,192795.173,838667.0685,Attadale,KYL,192463.9018,839041.5807,2019/P08,31868,200738,112875,4085,0.576131615
Saileag,199,11,11A,11.1,956,3136,33,414N 414S,NH017148,NH0177414828,201774,814828,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,24508.39719,127.5901012,186823.6749,834248.3325,Stromeferry,KYL,186518.6708,834644.53,2019/P08,31868,200738,112875,4085,0.576131615
Schiehallion,21,2,02A,2.1,1083,3553,42 51 52,OL49W 386W,NN713547,NN7138454768,271384,754768,Dundee,337735,729353,3,0,6,0,119,3,0,0,131,B846,B Road,921.2162162,18360.05953,33.83174686,286635.2627,764990.0727,Blair Atholl,HGL2,287050.6008,765268.4507,2019/P08,31868,200738,112875,131,0.576131615
Seana Bhraigh,264,15,15A,15.1,926,3038,20,436N,NH281878,NH2818187884,228181,887884,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A835,A Road,2414.327381,25160.70771,278.995136,232114.8922,863032.7283,Lochluichart,KYL,232193.0675,862538.8775,2019/P08,31868,200738,112875,4085,0.576131615
Sgairneach Mhor,108,5,05A,5,991,3251,42,OL50 393,NN598731,NN5988273130,259882,773130,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A9,A Road,9965.581518,11818.43266,73.2765964,263282.7745,784448.5725,Dalwhinnie,HGL2,263426.6504,784927.425,2019/P08,31868,200738,112875,4085,0.576131615
Sgiath Chuil,46,2,02B,2.2,920,3018,51,OL48W 378W,NN462317,NN4629031793,246290,731793,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A85,A Road,7041.860941,9802.535585,220.5224425,238838.5877,725423.8432,Crianlarich,WHL,238458.5119,725098.9703,2019/P08,31868,200738,112875,9093,0.576131615
Sgor an Lochain Uaine,147,8,08A,8,1258,4127,36 43,OL57S 403S,NN954976,NN9542897693,295428,797693,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,B970,B Road,744.9473684,15464.64504,111.4059373,289783.818,812090.8629,Aviemore,HGL2,289601.3314,812556.3719,2019/P08,31868,200738,112875,4085,0.576131615
Sgor Gaibhre,97,4,04B,4.2,955,3133,42,385E 385W,NN444674,NN4447767447,244477,767447,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,B846,B Road,921.2162162,8406.372894,186.8785088,236131.1334,766440.2153,Corrour,WHL,235634.7322,766380.3331,2019/P08,31868,200738,112875,4085,0.576131615
Sgor Gaoith,144,8,08A,8,1118,3668,36 43,OL57S 403S,NN903989,NN9030098961,290300,798961,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,B970,B Road,744.9473684,13113.31242,92.94185244,289626.9926,812057.0308,Aviemore,HGL2,289601.3314,812556.3719,2019/P08,31868,200738,112875,4085,0.576131615
Sgor na h-Ulaidh,57,3,03B,3.2,994,3261,41,384,NN111517,NN1111751793,211117,751793,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,A82,A Road,12752.39019,21900.94098,91.45574309,210560.6115,773686.8724,Fort William,WHL,210547.9091,774186.711,2019/P08,31868,200738,112875,9093,0.576131615
Sgorr Ruadh,238,13,13B,13.2,960.7,3152,25,429,NG959505,NG9590750506,195907,850506,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A890,A Road,714.9047619,4353.447448,334.8717604,199848.4355,848657.3273,Achnashellach,KYL,200301.1153,848445.0044,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr a' Bhealaich Dheirg,200,11,11A,11.1,1036,3399,33,414N 414S,NH035143,NH0351714360,203517,814360,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,25965.17245,129.9628301,186839.8161,834261.2994,Stromeferry,KYL,186518.6708,834644.53,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr a' Chaorachain,224,12,12A,12.1,1053,3455,25,429,NH087447,NH0874944737,208749,844737,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A890,A Road,714.9047619,8725.836143,156.3020342,200758.9537,848244.0468,Achnashellach,KYL,200301.1153,848445.0044,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr a' Choire Ghlais,220,12,12A,12.1,1083,3553,25,430,NH258430,NH2583543056,225835,843056,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A831,A Road,831.6825397,17611.62269,121.4054144,216657.7544,858087.5474,Achnasheen,KYL,216397.2093,858514.2982,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr a' Ghreadaidh,274,17,17B,17.2,973,3192,32,411,NG445231,NG4452523125,144525,823125,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A863,A Road,778.3428571,31469.39628,7.113131497,175752.1947,827021.8208,Kyle Of Lochalsh,KYL,176248.3465,827083.7353,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr a' Mhadaidh,273,17,17B,17.2,918,3012,32,411,NG446235,NG4469923512,144699,823512,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A863,A Road,778.3428571,31250.88279,6.459015713,175751.5202,827027.4891,Kyle Of Lochalsh,KYL,176248.3465,827083.7353,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr a' Mhaim,90,4,04A,4.1,1099,3606,41,392,NN164667,NN1646566730,216465,766730,Glasgow,247644,666892,22,214,2555,0,3669,1636,839,158,9093,B863,B Road,777.2,9019.165071,128.4328994,210858.7079,773795.0427,Fort William,WHL,210547.9091,774186.711,2019/P08,31868,200738,112875,9093,0.576131615
Sgurr a' Mhaoraich,171,10,10A,10.1,1027,3369,33,414S,NG983065,NG9839506551,198395,806551,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,26458.42454,251.7684686,190117.279,781420.7878,Glenfinnan,MLG2,189960.8502,780945.8878,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr Alasdair,278,17,17B,17.2,992,3255,32,411,NG450207,NG4500220784,145002,820784,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A863,A Road,778.3428571,31375.08172,11.39888406,175758.209,826984.9162,Kyle Of Lochalsh,KYL,176248.3465,827083.7353,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr an Doire Leathain,179,10,10A,10.1,1010,3314,33,414S,NH015098,NH0152409889,201524,809889,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,28448.1635,121.2217503,186777.8466,834216.9462,Stromeferry,KYL,186518.6708,834644.53,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr an Lochain,180,10,10A,10.1,1004,3294,33,414S,NH005104,NH0058010421,200580,810421,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,27508.93401,120.1344044,186769.6859,834212.1049,Stromeferry,KYL,186518.6708,834644.53,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr Ban,246,14,14A,14.1,989,3245,19,435S,NH055745,NH0558174554,205581,874554,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A832,A Road,1022.038961,18845.86306,303.9933555,216117.6609,858928.8494,Achnasheen,KYL,216397.2093,858514.2982,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr Breac,250,14,14B,14.2,999,3278,20,435S 436S,NH158711,NH1581671122,215816,871122,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A832,A Road,1022.038961,12121.09143,272.6394406,216374.184,859013.7678,Achnasheen,KYL,216397.2093,858514.2982,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr Choinnich,225,12,12A,12.1,999.2,3278,25,429,NH076446,NH0762544627,207625,844627,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A890,A Road,714.9047619,7759.324712,152.4665794,200744.486,848213.8714,Achnashellach,KYL,200301.1153,848445.0044,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr Choinnich Mor,77,4,04A,4.1,1094,3589,41,392,NN227714,NN2277171419,222771,771419,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A82,A Road,12752.39019,9520.450967,93.52954787,222184.8898,780921.3924,Spean Bridge,WHL,222154.1082,781420.444,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr Dearg - Inaccessible Pinnacle,276,17,17B,17.2,986,3235,32,411,NG444215,NG4440421566,144404,821566,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A863,A Road,778.3428571,31818.846,9.830155246,175755.6874,826998.3712,Kyle Of Lochalsh,KYL,176248.3465,827083.7353,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr Dubh Mor,279,17,17B,17.2,944,3097,32,411,NG457205,NG4575820547,145758,820547,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,B8083,B Road,435.625,30683.17075,12.10030792,175759.4554,826978.9234,Kyle Of Lochalsh,KYL,176248.3465,827083.7353,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr Eilde Mor,83,4,04A,4.1,1010,3314,41,392,NN230657,NN2305465788,223054,765788,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,B863,B Road,777.2,12094.66876,2.69564138,235135.2855,766356.8179,Corrour,WHL,235634.7322,766380.3331,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr Fhuar-thuill,221,12,12A,12.1,1049,3442,25,430,NH235437,NH2358043754,223580,843754,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A890,A Road,714.9047619,15915.20287,115.9489027,216615.994,858064.7059,Achnasheen,KYL,216397.2093,858514.2982,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr Fhuaran,196,11,11A,11.1,1068.7,3506,33,414N 414S,NG978166,NG9784916678,197849,816678,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,20740.82296,122.2369806,186785.382,834221.6055,Stromeferry,KYL,186518.6708,834644.53,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr Mhic Choinnich,277,17,17B,17.2,948,3110,32,411,NG450210,NG4502121048,145021,821048,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A863,A Road,778.3428571,31305.30255,10.93944093,175757.4323,826988.8496,Kyle Of Lochalsh,KYL,176248.3465,827083.7353,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr Mor,186,10,10B,10.2,1003,3291,33 40,398E,NM965980,NM9653598040,196535,798040,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,17814.69676,248.9639744,190140.3276,781412.5653,Glenfinnan,MLG2,189960.8502,780945.8878,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr Mor,254,14,14B,14.2,1108,3635,20,436S,NH203718,NH2032371818,220323,871818,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A835,A Road,2414.327381,11311.39913,298.8705241,225784.5047,861912.4603,Achanalt,KYL,226025.9207,861474.6038,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr na Banachdich,275,17,17B,17.2,965,3166,32,411,NG440224,NG4404622448,144046,822448,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A863,A Road,778.3428571,32034.30746,8.191818458,175753.4482,827012.4915,Kyle Of Lochalsh,KYL,176248.3465,827083.7353,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr na Carnach,197,11,11A,11.1,1002,3287,33,414N 414S,NG977158,NG9771515891,197715,815891,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,21341.53555,120.8382641,186774.979,834215.2211,Stromeferry,KYL,186518.6708,834644.53,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr na Ciche,183,10,10B,10.2,1040,3412,33 40,398E,NM902966,NM9022396684,190223,796684,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A830,A Road,2360.52381,15240.29536,269.0457122,189969.1775,781445.8185,Glenfinnan,MLG2,189960.8502,780945.8878,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr na Ciste Duibhe,198,11,11A,11.1,1027,3369,33,414N 414S,NG984149,NG9840114953,198401,814953,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,22498.82825,121.1077623,186776.9955,834216.4315,Stromeferry,KYL,186518.6708,834644.53,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr na Lapaich,229,12,12B,12.2,1151,3776,25,430,NH161351,NH1610335125,216103,835125,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A831,A Road,831.6825397,20166.93198,139.8711979,200683.4141,848122.7504,Achnashellach,KYL,200301.1153,848445.0044,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr na Ruaidhe,218,12,12A,12.1,993,3258,25,430,NH289426,NH2890042615,228900,842615,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A831,A Road,831.6825397,18577.34225,98.6648329,226101.2477,860980.3105,Achanalt,KYL,226025.9207,861474.6038,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr na Sgine,174,10,10A,10.1,946,3104,33,414S,NG946113,NG9461811368,194618,811368,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,23674.95617,139.4521173,176628.278,826758.6936,Kyle Of Lochalsh,KYL,176248.3465,827083.7353,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr nan Ceathreamhnan [Sgurr nan Ceathramhnan],205,11,11A,11.1,1151,3776,25 33,414N,NH057228,NH0570222851,205702,822851,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,20413.68326,129.2708738,192780.3955,838654.4997,Attadale,KYL,192463.9018,839041.5807,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr nan Clach Geala,252,14,14B,14.2,1093,3586,20,436S,NH184714,NH1842871474,218428,871474,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A832,A Road,1022.038961,12058.51597,307.2289481,225723.42,861872.716,Achanalt,KYL,226025.9207,861474.6038,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr nan Coireachan,185,10,10B,10.2,953,3127,33 40,398E,NM933958,NM9330895827,193308,795827,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A830,A Road,2360.52381,14752.89848,257.3236494,190070.572,781433.7004,Glenfinnan,MLG2,189960.8502,780945.8878,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr nan Coireachan,195,10,10D,10.4,956,3136,40,398E,NM902880,NM9029088013,190290,788013,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A830,A Road,2360.52381,6574.773102,267.3333838,189984.1124,781445.3464,Glenfinnan,MLG2,189960.8502,780945.8878,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr nan Conbhairean,216,11,11B,11.2,1109,3638,34,414N 414S,NH129138,NH1298713895,212987,813895,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,31958.40539,129.219216,192780.0464,838654.2145,Attadale,KYL,192463.9018,839041.5807,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr nan Each,253,14,14B,14.2,923,3028,20,436S,NH184697,NH1846469770,218464,869770,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A832,A Road,1022.038961,10724.8048,312.3516883,225689.081,861844.1156,Achanalt,KYL,226025.9207,861474.6038,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr nan Eag,280,17,17B,17.2,926.2,3039,32,411,NG457195,NG4570519536,145705,819536,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,B8083,B Road,435.625,30851.73769,314.1973802,167212.7435,797417.0785,Mallaig,MLG2,167561.3097,797058.6073,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr nan Gillean,270,17,17B,17.2,964,3163,32,411,NG471253,NG4715925303,147159,825303,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A863,A Road,778.3428571,28643.80034,3.503050691,175749.2807,827053.1845,Kyle Of Lochalsh,KYL,176248.3465,827083.7353,2019/P08,31868,200738,112875,4085,0.576131615
Sgurr Thuilm,194,10,10D,10.4,963,3159,40,398E,NM939879,NM9390687980,193906,787980,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A830,A Road,2360.52381,7564.92042,240.7136912,190205.4372,781381.9809,Glenfinnan,MLG2,189960.8502,780945.8878,2019/P08,31868,200738,112875,4085,0.576131615
Slioch,241,14,14A,14.1,981,3219,19,433 435S,NH004690,NH0046869076,200468,869076,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A832,A Road,1022.038961,18612.54179,326.4540327,215980.4879,858790.6011,Achnasheen,KYL,216397.2093,858514.2982,2019/P08,31868,200738,112875,4085,0.576131615
Spidean Mialach,172,10,10A,10.1,996,3268,33,414S,NH065043,NH0659204306,206592,804306,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A87,A Road,2096.384615,25516.82562,267.4430331,205453.626,778814.58,Loch Eil,MLG2,205431.3197,778315.0778,2019/P08,31868,200738,112875,4085,0.576131615
Sron a' Choire Ghairbh,191,10,10C,10.3,937,3074,34,400,NN222945,NN2224794560,222247,794560,Inverness,277161,851964,89,2,700,0,3121,108,62,3,4085,A82,A Road,12752.39019,12639.88435,269.5949468,222157.6429,781920.4315,Spean Bridge,WHL,222154.1082,781420.444,2019/P08,31868,200738,112875,4085,0.576131615
